report_id,report_date,carat_weight,color_grade,clarity_grade,polish_grade,proportions_grade,symmetry_grade,cut_grade,fluorescence_grade,stone_origin,expert_id,evaluation_time_min,report_notes_length,report_sentiment,price,is_investment_grade,is_report_rejected,is_sold,days_on_market,sale_date
DR-00232,2023-09-10,0.51,4,6,2,2,4,4,1,0,3,66,21,1,1368.0,0,0,1,101,2023-12-20
DR-00233,2024-09-23,0.53,3,1,1,3,2,3,2,1,3,27,66,1,6762.0,0,0,1,26,2024-10-19
DR-00234,2023-03-27,0.6,6,10,1,1,1,1,1,1,5,19,14,1,500.0,0,1,0,958,
DR-00235,2024-11-26,0.39,7,5,1,1,2,2,1,1,2,71,22,0,1284.0,0,0,1,87,2025-02-21
DR-00236,2025-03-21,0.62,1,3,4,2,3,4,4,1,2,80,52,1,6249.0,0,0,1,61,2025-05-21
DR-00237,2023-08-31,0.97,2,8,2,2,4,4,2,1,1,73,53,0,3250.0,0,0,1,48,2023-10-18
DR-00238,2023-06-17,0.82,5,5,2,1,3,3,2,2,4,81,83,1,5003.0,0,0,1,104,2023-09-29
DR-00239,2024-04-21,0.67,5,5,1,2,4,4,2,3,3,77,48,-1,2876.0,0,0,1,48,2024-06-08
DR-00240,2023-11-26,1.01,5,3,1,3,2,3,1,1,4,72,95,0,10687.0,0,0,0,714,
DR-00241,2023-09-30,0.83,2,6,4,4,2,4,1,1,5,85,25,-1,4168.0,0,0,1,47,2023-11-16
DR-00242,2024-02-01,0.3,9,3,2,1,3,3,4,1,5,66,81,1,758.0,0,1,0,647,
DR-00243,2023-06-28,0.44,5,2,2,4,2,4,3,1,1,84,64,1,2362.0,0,0,0,865,
DR-00244,2023-07-10,1.0,4,8,3,1,3,3,2,1,1,65,39,0,3459.0,0,0,1,84,2023-10-02
DR-00245,2023-09-12,0.41,3,6,2,3,2,3,2,3,2,63,43,0,1426.0,0,0,1,48,2023-10-30
DR-00246,2025-06-13,0.74,7,7,1,1,1,1,1,1,4,36,71,0,2550.0,0,0,0,149,
DR-00247,2024-05-06,1.17,5,4,1,4,2,4,1,1,4,18,77,0,8738.0,0,0,0,552,
DR-00248,2025-06-22,0.81,1,3,4,2,2,4,1,1,5,58,20,1,9842.0,0,0,0,140,
DR-00249,2025-02-08,0.63,5,8,2,1,2,2,1,3,3,80,8,1,1643.0,0,0,0,274,
DR-00250,2024-08-17,0.86,5,3,2,3,1,3,1,3,5,17,23,0,8438.0,0,0,1,68,2024-10-24
DR-00251,2023-03-25,0.6,7,5,3,2,3,3,1,1,2,65,9,1,2209.0,0,0,1,114,2023-07-17
DR-00252,2023-02-22,0.87,4,2,2,1,2,2,2,1,2,23,44,1,12650.0,0,0,1,46,2023-04-09
DR-00253,2025-09-27,0.86,5,2,2,4,1,4,2,1,2,30,5,0,7575.0,0,0,1,75,2025-12-11
DR-00254,2023-11-16,1.06,2,5,3,2,3,3,2,3,1,105,13,1,11848.0,0,0,1,27,2023-12-13
DR-00255,2025-04-30,1.39,4,4,1,2,2,2,4,1,2,23,81,0,20408.0,1,0,0,193,
DR-00256,2023-01-29,0.48,4,6,3,2,1,3,1,3,2,50,20,1,1552.0,0,0,0,1015,
DR-00257,2023-11-11,1.13,4,7,2,1,2,2,1,1,1,79,44,-1,6488.0,0,0,1,63,2024-01-13
DR-00258,2025-12-27,0.67,8,7,4,2,2,4,1,1,3,51,13,1,1003.0,0,0,0,1,
DR-00259,2023-12-28,1.12,6,2,2,1,2,2,3,3,5,62,92,0,13886.0,0,0,1,48,2024-02-14
DR-00260,2025-01-24,0.65,7,2,1,3,3,3,1,1,1,92,70,0,4346.0,0,0,1,103,2025-05-07
DR-00261,2025-05-08,1.13,6,3,1,1,2,2,1,1,5,58,86,0,12727.0,0,0,1,34,2025-06-11
DR-00262,2024-01-29,0.58,4,4,1,2,1,2,2,1,2,55,94,-1,4967.0,0,0,1,46,2024-03-15
DR-00263,2025-04-29,1.14,3,7,3,2,1,3,4,1,2,61,85,0,6505.0,0,0,1,67,2025-07-05
DR-00264,2025-07-27,0.56,1,5,2,2,2,2,2,1,2,116,28,1,5379.0,0,0,1,55,2025-09-20
DR-00265,2025-07-08,1.21,4,4,1,2,1,2,1,2,5,29,73,0,16686.0,1,1,1,12,2025-07-20
DR-00266,2023-02-21,1.42,6,4,3,2,1,3,2,1,1,101,84,0,12782.0,0,0,0,992,
DR-00267,2024-10-12,0.56,5,4,2,4,1,4,2,0,2,105,85,0,2570.0,0,0,0,393,
DR-00268,2023-03-18,1.07,9,6,2,1,3,3,3,1,3,108,69,1,3191.0,0,0,1,95,2023-06-21
DR-00269,2024-04-29,0.82,7,6,2,2,2,2,3,2,5,105,10,1,3064.0,0,1,0,559,
DR-00270,2025-03-17,0.69,1,7,2,2,2,2,1,1,4,17,30,0,4148.0,0,0,1,50,2025-05-06
DR-00271,2023-10-26,0.48,7,6,2,2,3,3,4,1,2,39,21,1,1016.0,0,0,1,108,2024-02-11
DR-00272,2025-08-20,0.64,4,5,2,2,3,3,1,1,2,93,83,0,3789.0,0,0,1,66,2025-10-25
DR-00273,2024-06-20,0.34,5,1,4,1,2,4,1,0,1,36,42,0,1814.0,0,0,1,28,2024-07-18
DR-00274,2023-08-16,0.52,4,4,2,2,2,2,2,1,1,51,35,0,4083.0,0,0,1,72,2023-10-27
DR-00275,2023-02-06,0.9,7,4,1,2,2,2,1,1,2,48,78,1,6667.0,0,0,1,92,2023-05-09
DR-00276,2024-10-25,0.64,6,2,2,1,2,2,1,3,1,96,70,-1,5808.0,0,0,1,64,2024-12-28
DR-00277,2025-11-13,0.7,4,6,2,3,1,3,3,1,5,76,55,0,3001.0,0,0,1,74,2026-01-26
DR-00278,2024-02-19,0.43,6,5,2,1,2,2,2,3,5,22,26,-1,1760.0,0,0,0,629,
DR-00279,2024-12-26,0.79,6,4,3,3,2,3,3,1,1,94,15,0,4778.0,0,0,1,39,2025-02-03
DR-00280,2025-04-14,0.63,3,6,3,3,2,3,2,0,3,111,96,0,2932.0,0,0,1,81,2025-07-04
DR-00281,2025-10-29,0.65,3,5,2,2,2,2,1,1,5,49,72,-1,5715.0,0,0,0,11,
DR-00282,2023-10-12,0.55,5,5,2,2,2,2,1,1,2,42,42,-1,3107.0,0,0,1,25,2023-11-06
DR-00283,2025-12-14,1.39,6,3,2,1,3,3,3,1,4,15,68,0,15770.0,0,0,1,60,2026-02-12
DR-00284,2023-05-03,0.35,5,2,2,2,1,2,2,3,4,117,83,0,2472.0,0,0,1,13,2023-05-16
DR-00285,2023-09-16,0.54,6,4,2,2,2,2,3,1,2,70,24,-1,3024.0,0,0,1,98,2023-12-23
DR-00286,2023-10-11,0.66,3,4,1,4,2,4,1,3,1,26,12,1,4553.0,0,0,1,57,2023-12-07
DR-00287,2023-04-23,0.62,5,3,3,3,1,3,1,3,3,89,41,0,4468.0,0,0,1,79,2023-07-11
DR-00288,2024-11-09,0.54,2,4,4,2,1,4,1,1,1,29,11,1,3519.0,0,0,1,33,2024-12-12
DR-00289,2024-10-31,0.48,2,3,1,2,1,2,3,3,4,106,50,0,5517.0,0,0,1,1,2024-11-01
DR-00290,2024-09-23,1.03,5,2,2,3,2,3,1,1,3,81,32,0,12825.0,0,0,1,98,2024-12-30
DR-00291,2024-10-30,1.18,4,3,2,2,4,4,2,2,4,93,43,1,13613.0,0,0,1,43,2024-12-12
DR-00292,2023-10-14,1.1,7,4,1,1,2,2,4,3,3,21,18,0,9122.0,0,0,1,48,2023-12-01
DR-00293,2024-02-14,0.48,6,5,1,1,1,1,1,1,3,55,15,0,2526.0,0,0,0,634,
DR-00294,2025-11-21,0.91,3,6,3,1,4,4,1,1,1,90,59,0,4542.0,0,0,0,1,
DR-00295,2024-08-16,0.71,7,7,3,4,3,4,1,1,5,88,77,0,1338.0,0,0,1,65,2024-10-20
DR-00296,2025-02-07,0.74,2,5,1,1,2,2,1,1,5,47,42,-1,7909.0,0,0,1,79,2025-04-27
DR-00297,2023-03-30,1.16,4,7,1,3,2,3,2,1,1,54,72,1,5525.0,0,0,1,95,2023-07-03
DR-00298,2025-02-11,0.62,4,5,2,2,2,2,2,1,5,74,99,0,4552.0,0,1,0,271,
DR-00299,2025-01-12,1.47,6,5,2,3,4,4,1,1,3,29,17,0,9256.0,0,0,0,301,
DR-00300,2025-03-14,0.54,7,2,2,3,2,3,1,1,1,93,77,0,3310.0,0,0,1,95,2025-06-17
DR-00301,2023-03-19,1.22,4,7,1,2,2,2,1,1,1,19,44,1,7191.0,0,0,1,75,2023-06-02
DR-00302,2025-03-30,0.67,4,5,2,2,3,3,1,3,4,30,48,0,4049.0,0,0,1,82,2025-06-20
DR-00303,2023-10-03,0.88,3,1,1,1,2,2,3,1,1,65,58,1,17842.0,0,0,1,56,2023-11-28
DR-00304,2025-06-04,1.08,1,5,3,3,2,3,1,1,1,117,50,0,13972.0,0,0,1,34,2025-07-08
DR-00305,2023-12-01,1.05,5,5,1,1,2,2,1,1,5,88,87,-1,9111.0,0,0,1,11,2023-12-12
DR-00306,2025-09-01,2.0,6,7,2,1,1,2,3,3,2,71,75,1,12614.0,0,0,1,106,2025-12-16
DR-00307,2023-01-22,0.52,5,4,1,2,2,2,2,2,5,22,72,0,3501.0,0,0,1,49,2023-03-12
DR-00308,2023-04-11,1.45,7,2,4,1,3,4,3,0,4,19,94,1,14203.0,0,0,1,52,2023-06-02
DR-00309,2024-06-13,0.6,2,5,1,2,2,2,1,1,1,24,38,0,5275.0,0,0,0,514,
DR-00310,2024-10-24,0.9,4,1,3,2,1,3,2,1,4,81,58,0,14549.0,0,0,0,381,
DR-00311,2025-11-09,0.68,2,2,3,3,4,4,1,1,1,80,28,-1,7595.0,0,0,1,1,2025-11-10
DR-00312,2025-07-07,0.38,10,6,2,2,1,2,2,0,1,39,51,0,500.0,0,0,1,43,2025-08-19
DR-00313,2023-01-29,0.49,4,2,2,2,2,2,2,2,4,94,82,0,4929.0,0,0,1,67,2023-04-06
DR-00314,2024-08-30,0.4,8,5,2,1,2,2,4,3,4,108,13,1,1182.0,0,0,1,24,2024-09-23
DR-00315,2024-09-14,0.65,4,4,4,2,1,4,3,0,4,60,96,0,3906.0,0,0,1,121,2025-01-13
DR-00316,2024-07-11,0.72,4,7,3,4,2,4,1,1,5,105,7,0,1982.0,0,0,0,486,
DR-00317,2025-05-15,0.63,10,9,3,2,1,3,1,1,2,104,53,-1,500.0,0,0,1,119,2025-09-11
DR-00318,2023-12-07,0.61,5,2,3,2,2,3,1,3,5,118,12,0,5158.0,0,0,0,703,
DR-00319,2025-07-01,0.28,2,6,2,3,3,3,3,1,1,33,62,-1,859.0,0,0,1,61,2025-08-31
DR-00320,2023-10-07,0.76,6,5,2,2,3,3,1,1,2,28,80,-1,3757.0,0,0,1,40,2023-11-16
DR-00321,2023-12-01,0.49,4,4,3,2,3,3,2,1,2,114,82,1,3017.0,0,0,1,70,2024-02-09
DR-00322,2024-01-17,0.65,5,4,1,1,4,4,1,3,5,23,48,0,3327.0,0,0,1,82,2024-04-08
DR-00323,2023-05-02,0.59,3,5,3,3,3,3,1,3,3,52,50,1,3754.0,0,0,1,50,2023-06-21
DR-00324,2023-04-29,2.23,3,3,1,2,2,2,1,1,3,111,76,0,65382.0,1,0,1,21,2023-05-20
DR-00325,2025-12-23,1.37,5,5,4,2,3,4,3,3,2,89,46,0,10030.0,0,0,1,121,2026-04-23
DR-00326,2023-07-06,0.3,5,4,1,1,4,4,2,1,2,69,43,1,878.0,0,0,1,41,2023-08-16
DR-00327,2024-03-20,0.78,8,5,1,3,2,3,1,1,1,107,63,0,3190.0,0,0,1,82,2024-06-10
DR-00328,2024-01-10,0.67,5,4,3,2,2,3,2,1,4,16,87,0,4167.0,0,0,1,1,2024-01-11
DR-00329,2025-01-07,0.86,6,4,3,1,2,3,3,1,3,48,27,0,5547.0,0,0,1,94,2025-04-11
DR-00330,2025-02-11,0.91,7,4,4,2,1,4,1,1,3,50,51,1,4550.0,0,0,0,271,
DR-00331,2024-01-07,0.97,3,2,2,2,2,2,2,3,3,26,45,0,18129.0,0,0,0,672,
DR-00332,2023-01-31,0.64,5,8,3,1,3,3,3,1,5,111,55,0,1375.0,0,0,1,113,2023-05-24
DR-00333,2023-05-29,1.11,5,5,2,2,3,3,2,1,4,20,86,0,8343.0,0,0,1,57,2023-07-25
DR-00334,2025-08-13,0.81,4,2,3,2,1,3,2,1,3,95,47,0,9846.0,0,0,0,88,
DR-00335,2023-01-05,0.9,2,3,3,1,2,3,3,1,1,49,35,0,13005.0,0,0,1,55,2023-03-01
DR-00336,2024-11-29,0.68,3,2,2,3,2,3,2,1,1,41,91,0,8020.0,0,0,1,83,2025-02-20
DR-00337,2023-01-25,0.7,3,1,2,1,3,3,2,1,3,100,65,1,10647.0,0,0,1,35,2023-03-01
DR-00338,2023-04-01,0.7,4,4,1,2,2,2,4,1,5,24,19,1,6792.0,0,0,1,69,2023-06-09
DR-00339,2023-04-29,1.86,10,4,4,2,2,4,3,1,3,56,36,0,8078.0,0,0,1,56,2023-06-24
DR-00340,2024-03-03,0.54,4,9,2,2,3,3,1,1,2,87,50,0,811.0,0,0,0,616,
DR-00341,2025-12-18,0.69,5,5,4,2,2,4,1,1,5,87,45,1,3206.0,0,0,1,150,2026-05-17
DR-00342,2023-02-20,0.9,5,4,2,2,4,4,4,1,2,59,35,1,5769.0,0,0,1,105,2023-06-05
DR-00343,2025-10-02,0.54,9,4,2,3,2,3,3,1,5,110,63,0,1798.0,0,0,1,90,2025-12-31
DR-00344,2024-04-05,1.29,4,5,2,1,2,2,4,1,1,92,37,0,14831.0,1,0,1,57,2024-06-01
DR-00345,2024-03-03,0.76,2,5,2,2,1,2,1,2,3,46,21,0,8501.0,0,0,0,616,
DR-00346,2024-03-21,0.69,2,3,1,4,2,4,2,2,2,47,79,1,6780.0,0,0,1,37,2024-04-27
DR-00347,2025-12-26,0.94,3,5,2,3,3,3,2,3,5,62,23,0,8287.0,0,0,1,7,2026-01-02
DR-00348,2023-09-12,0.79,4,4,3,2,1,3,1,3,5,29,56,0,6452.0,0,0,1,36,2023-10-18
DR-00349,2023-06-15,1.23,5,3,3,2,2,3,3,1,2,34,70,0,14741.0,0,0,1,116,2023-10-09
DR-00350,2024-05-14,1.67,3,3,1,2,2,2,1,2,2,26,44,0,39251.0,1,0,1,82,2024-08-04
DR-00351,2025-08-18,0.76,5,2,3,3,3,3,1,1,4,43,45,0,7386.0,0,0,0,83,
DR-00352,2025-04-15,0.43,2,1,1,1,2,2,1,3,2,49,59,0,6310.0,0,0,1,24,2025-05-09
DR-00353,2023-10-17,0.85,3,4,2,1,2,2,3,1,1,81,27,1,10553.0,0,0,1,69,2023-12-25
DR-00354,2024-07-20,0.52,7,1,3,1,1,3,1,1,2,98,60,1,3532.0,0,0,0,477,
DR-00355,2023-11-04,0.81,4,5,2,2,2,2,1,1,5,45,38,-1,6970.0,0,0,1,67,2024-01-10
DR-00356,2025-03-31,0.56,1,5,3,2,1,3,1,3,3,111,13,0,4365.0,0,0,1,98,2025-07-07
DR-00357,2023-02-04,0.53,4,5,1,1,2,2,2,3,2,45,40,1,3466.0,0,0,0,1009,
DR-00358,2025-07-28,0.86,7,7,2,4,1,4,1,2,3,50,64,-1,1848.0,0,0,0,104,
DR-00359,2023-05-16,0.55,2,4,3,1,2,3,4,1,2,27,66,1,4585.0,0,0,0,908,
DR-00360,2025-12-24,0.79,1,5,1,3,2,3,2,1,3,92,5,1,7712.0,0,0,1,51,2026-02-13
DR-00361,2025-06-06,0.62,7,4,1,3,4,4,1,2,4,61,63,0,2264.0,0,0,0,156,
DR-00362,2025-12-21,0.62,6,5,1,2,2,2,2,1,3,69,38,0,3322.0,0,0,1,86,2026-03-17
DR-00363,2024-12-18,0.5,6,7,2,4,2,4,3,1,5,110,31,0,749.0,0,0,1,77,2025-03-05
DR-00364,2023-09-10,1.07,5,6,1,4,2,4,1,0,1,54,72,0,4431.0,0,0,1,121,2024-01-09
DR-00365,2023-10-27,0.48,4,6,2,1,3,3,1,1,4,88,97,0,1650.0,0,0,0,744,
DR-00366,2025-12-26,0.67,4,5,1,2,2,2,2,1,5,96,74,1,5148.0,0,0,0,1,
DR-00367,2025-05-27,0.4,10,3,1,2,3,3,1,3,5,114,46,1,957.0,0,0,0,166,
DR-00368,2024-11-26,0.8,4,2,2,3,2,3,3,1,3,95,52,1,9486.0,0,0,1,14,2024-12-10
DR-00369,2024-12-21,0.67,5,4,2,1,2,2,2,1,3,112,67,0,5257.0,0,0,0,323,
DR-00370,2023-11-16,0.39,2,4,2,2,2,2,4,3,5,46,9,0,3277.0,0,0,1,37,2023-12-23
DR-00371,2023-06-27,0.98,5,4,2,4,2,4,2,1,3,20,75,0,6603.0,0,0,1,109,2023-10-14
DR-00372,2025-08-03,0.86,5,6,3,1,1,3,1,1,2,83,19,0,3755.0,0,0,1,110,2025-11-21
DR-00373,2024-06-13,0.94,3,4,2,2,2,2,2,1,2,99,51,1,12787.0,0,0,1,79,2024-08-31
DR-00374,2024-01-15,0.41,4,7,4,1,4,4,2,1,4,89,73,0,809.0,0,0,1,72,2024-03-27
DR-00375,2024-04-29,0.7,6,4,2,1,1,2,1,1,1,90,17,1,4819.0,0,0,1,27,2024-05-26
DR-00376,2025-07-22,1.5,10,2,2,4,2,4,2,1,4,16,77,0,8217.0,0,1,0,110,
DR-00377,2025-06-17,1.11,2,5,1,2,3,3,2,1,1,60,26,1,12960.0,0,0,1,76,2025-09-01
DR-00378,2024-06-13,0.73,4,3,2,4,4,4,1,1,4,58,46,-1,5873.0,0,0,0,514,
DR-00379,2025-08-11,0.53,5,3,3,1,3,3,2,1,5,91,45,0,3638.0,0,0,0,90,
DR-00380,2025-08-17,0.63,2,3,2,2,2,2,3,1,3,92,10,0,9027.0,0,0,0,84,
DR-00381,2023-07-14,0.43,5,4,3,2,4,4,1,2,4,111,9,0,1569.0,0,0,1,71,2023-09-23
DR-00382,2023-06-25,0.52,3,8,3,1,2,3,3,3,1,56,92,-1,1304.0,0,0,0,868,
DR-00383,2023-05-24,1.22,2,3,1,1,2,2,1,1,3,59,26,-1,27317.0,1,0,1,63,2023-07-26
DR-00384,2025-05-11,0.57,7,3,1,2,2,2,2,1,3,37,15,0,3803.0,0,0,0,182,
DR-00385,2025-07-18,0.56,3,4,3,1,3,3,2,2,4,36,61,1,4326.0,0,0,1,83,2025-10-09
DR-00386,2023-07-21,0.51,2,4,2,1,3,3,2,0,4,78,68,0,3954.0,0,0,1,52,2023-09-11
DR-00387,2023-03-27,0.57,7,2,3,2,3,3,1,3,1,109,24,0,3415.0,0,0,1,86,2023-06-21
DR-00388,2023-05-25,0.95,2,8,2,1,2,2,1,1,3,87,52,-1,4763.0,0,0,1,49,2023-07-13
DR-00389,2023-06-05,0.71,2,4,1,2,1,2,2,1,4,61,52,0,9122.0,0,0,1,57,2023-08-01
DR-00390,2024-12-23,1.08,6,6,1,2,1,2,2,1,4,92,74,0,5291.0,0,0,1,117,2025-04-19
DR-00391,2024-05-02,0.57,9,2,2,4,3,4,1,1,1,81,99,0,2123.0,0,0,1,25,2024-05-27
DR-00392,2023-11-21,0.53,4,7,2,4,1,4,2,2,3,113,88,0,1248.0,0,0,1,70,2024-01-30
DR-00393,2024-05-12,0.56,5,2,2,4,2,4,2,1,3,105,88,1,3473.0,0,0,1,78,2024-07-29
DR-00394,2023-07-01,1.03,2,6,2,2,2,2,1,0,5,88,93,0,8792.0,0,1,0,862,
DR-00395,2024-05-21,0.73,4,4,2,1,3,3,2,1,4,96,30,0,6095.0,0,0,1,53,2024-07-13
DR-00396,2025-09-18,1.11,5,3,3,2,2,3,3,1,1,115,78,0,13013.0,0,0,0,52,
DR-00397,2025-11-22,0.61,7,6,2,2,2,2,1,0,1,55,48,1,1891.0,0,0,1,33,2025-12-25
DR-00398,2025-04-11,0.58,2,4,2,2,3,3,3,1,2,100,69,0,5330.0,0,0,1,43,2025-05-24
DR-00399,2024-06-19,0.73,8,5,1,3,2,3,3,0,2,117,60,0,2839.0,0,0,0,508,
DR-00400,2024-10-14,0.64,4,9,3,1,2,3,2,3,4,42,50,1,1086.0,0,0,1,61,2024-12-14
DR-00401,2023-06-30,0.34,8,4,4,1,1,4,4,1,5,97,30,0,734.0,0,1,1,76,2023-09-14
DR-00402,2025-09-22,0.9,4,5,4,4,1,4,2,1,3,111,89,0,5525.0,0,0,0,48,
DR-00403,2025-01-02,0.88,3,5,4,2,2,4,2,1,2,42,34,1,6005.0,0,0,0,311,
DR-00404,2025-05-15,0.44,10,5,1,2,1,2,3,3,3,39,61,0,889.0,0,0,1,131,2025-09-23
DR-00405,2025-03-09,0.28,7,5,4,1,2,4,1,1,5,103,14,0,511.0,0,0,1,118,2025-07-05
DR-00406,2024-03-02,0.66,7,4,1,1,3,3,2,3,1,112,47,0,3249.0,0,0,0,617,
DR-00407,2024-07-08,0.55,6,5,4,3,1,4,1,1,3,44,50,-1,1718.0,0,0,0,489,
DR-00408,2024-09-18,1.98,5,3,1,1,1,1,1,1,5,60,98,1,48712.0,0,1,1,30,2024-10-18
DR-00409,2024-02-10,0.81,5,4,2,2,1,2,2,3,5,84,75,-1,7229.0,0,1,0,638,
DR-00410,2025-10-07,1.43,2,3,2,2,3,3,2,0,5,84,60,0,27679.0,0,0,1,37,2025-11-13
DR-00411,2023-03-09,1.01,5,8,3,2,1,3,3,1,3,27,43,0,2805.0,0,0,1,88,2023-06-05
DR-00412,2023-01-02,0.48,5,1,1,3,4,4,1,3,1,24,53,1,3280.0,0,0,0,1042,
DR-00413,2024-06-15,0.39,5,2,2,1,1,2,4,3,4,54,82,1,2981.0,0,0,1,28,2024-07-13
DR-00414,2024-10-06,0.69,5,4,1,4,3,4,4,1,2,113,53,0,3714.0,0,0,1,44,2024-11-19
DR-00415,2024-12-12,0.9,6,4,4,1,2,4,3,3,5,95,83,0,4776.0,0,0,1,29,2025-01-10
DR-00416,2024-11-01,0.32,6,4,1,3,4,4,3,1,3,50,87,0,848.0,0,0,1,97,2025-02-06
DR-00417,2023-12-08,0.6,5,4,1,3,1,3,4,1,3,78,70,1,3734.0,0,0,1,56,2024-02-02
DR-00418,2024-08-24,0.72,6,2,1,3,1,3,1,1,5,72,77,1,5630.0,0,1,1,25,2024-09-18
DR-00419,2025-08-27,0.63,5,9,1,2,3,3,3,1,3,101,7,1,872.0,0,0,1,74,2025-11-09
DR-00420,2025-11-06,0.38,5,3,3,2,3,3,2,2,1,111,62,0,2017.0,0,0,1,37,2025-12-13
DR-00421,2024-05-10,0.53,6,5,2,2,1,2,2,3,4,39,59,0,2512.0,0,0,1,72,2024-07-21
DR-00422,2025-01-13,0.71,4,5,2,2,1,2,3,1,4,35,44,1,5513.0,0,0,0,300,
DR-00423,2024-02-12,0.74,4,6,4,1,2,4,2,1,3,85,33,0,2723.0,0,0,1,83,2024-05-05
DR-00424,2024-06-25,0.8,4,1,1,2,2,2,3,3,2,77,98,0,13121.0,0,0,1,73,2024-09-06
DR-00425,2024-12-28,0.68,5,2,3,2,3,3,1,1,4,112,69,0,6447.0,0,0,1,54,2025-02-20
DR-00426,2025-06-19,0.54,4,3,2,1,4,4,4,3,1,105,75,0,3425.0,0,0,1,74,2025-09-01
DR-00427,2023-10-11,0.97,4,3,1,2,3,3,2,1,2,52,21,0,11336.0,0,0,1,15,2023-10-26
DR-00428,2025-11-04,0.39,3,5,2,2,1,2,3,1,1,63,99,0,2246.0,0,0,1,29,2025-12-03
DR-00429,2025-06-08,0.78,6,6,1,3,2,3,4,1,5,97,6,0,2581.0,0,1,1,63,2025-08-10
DR-00430,2023-02-13,0.81,4,2,3,2,1,3,1,1,1,104,55,0,9553.0,0,0,1,34,2023-03-19
DR-00431,2025-01-01,0.73,7,2,2,2,3,3,1,1,2,110,47,1,5263.0,0,0,1,51,2025-02-21
DR-00432,2024-01-25,0.9,4,4,1,3,1,3,3,1,2,43,69,0,8015.0,0,0,0,654,
DR-00433,2024-10-13,0.65,5,5,1,2,1,2,2,3,1,92,53,-1,4117.0,0,0,1,1,2024-10-14
DR-00434,2024-02-27,0.45,2,3,1,3,4,4,2,1,2,36,49,0,3242.0,0,0,1,17,2024-03-15
DR-00435,2025-04-30,0.81,6,7,3,1,3,3,4,1,2,93,56,1,2170.0,0,0,1,71,2025-07-10
DR-00436,2024-12-04,0.49,5,5,2,3,2,3,2,3,3,27,74,-1,2222.0,0,0,0,340,
DR-00437,2024-03-08,0.62,5,7,1,3,2,3,2,3,5,37,95,1,1732.0,0,0,1,57,2024-05-04
DR-00438,2025-06-02,1.37,4,6,4,2,1,4,4,1,3,110,90,1,7581.0,0,0,1,96,2025-09-06
DR-00439,2023-07-13,1.43,4,2,4,2,3,4,1,1,3,55,7,1,20938.0,0,0,1,48,2023-08-30
DR-00440,2024-09-15,0.5,8,7,1,1,1,1,2,1,2,74,11,0,1127.0,0,0,0,420,
DR-00441,2023-02-07,0.7,8,6,2,3,3,3,4,0,3,101,47,-1,1771.0,0,0,0,1006,
DR-00442,2024-04-06,0.47,2,5,1,1,3,3,1,3,4,106,52,0,2891.0,0,0,1,32,2024-05-08
DR-00443,2025-10-31,1.17,5,2,1,4,1,4,2,1,2,89,5,1,12219.0,0,0,0,9,
DR-00444,2023-03-31,0.4,4,7,1,1,1,1,3,1,4,81,26,0,1416.0,0,0,0,954,
DR-00445,2025-03-13,0.96,5,9,2,2,2,2,1,3,5,92,69,1,2152.0,0,0,1,68,2025-05-20
DR-00446,2025-10-28,0.97,8,7,2,2,1,2,3,1,3,61,56,-1,2969.0,0,0,0,12,
DR-00447,2025-03-09,0.76,9,5,1,3,1,3,4,1,5,95,64,1,2526.0,0,0,0,245,
DR-00448,2025-12-19,0.64,5,4,3,2,1,3,3,1,2,118,17,1,3864.0,0,0,1,50,2026-02-07
DR-00449,2023-05-27,1.23,2,4,2,2,3,3,1,3,2,24,73,1,18404.0,0,0,0,897,
DR-00450,2024-08-19,1.1,5,4,2,3,4,4,1,3,1,105,85,0,8253.0,0,0,0,447,
DR-00451,2025-12-18,0.74,5,10,2,2,4,4,1,1,4,38,63,1,500.0,0,0,1,73,2026-03-01
DR-00452,2024-04-17,1.21,4,6,3,2,2,3,3,1,5,53,80,1,7532.0,0,0,0,571,
DR-00453,2025-06-11,1.28,5,7,2,3,2,3,2,1,2,97,47,0,6067.0,0,0,0,151,
DR-00454,2023-08-21,0.58,2,4,2,4,1,4,1,1,5,52,50,0,4049.0,0,0,1,77,2023-11-06
DR-00455,2023-06-08,0.9,7,9,1,2,1,2,1,1,5,49,72,1,1395.0,0,1,0,885,
DR-00456,2024-06-08,0.43,4,5,3,2,3,3,1,1,3,26,64,1,2057.0,0,0,1,57,2024-08-04
DR-00457,2023-09-13,0.77,7,2,1,4,1,4,2,3,1,50,48,0,4398.0,0,0,0,788,
DR-00458,2023-05-23,0.75,3,3,2,3,3,3,1,1,5,43,69,1,9021.0,0,0,0,901,
DR-00459,2024-05-24,0.44,2,6,4,2,2,4,2,1,1,38,15,0,1406.0,0,0,1,71,2024-08-03
DR-00460,2024-07-21,1.05,4,6,3,3,1,3,2,1,1,114,88,1,6263.0,0,0,1,135,2024-12-03
DR-00461,2025-04-28,0.52,5,3,1,4,2,4,3,3,4,105,25,0,2893.0,0,0,1,107,2025-08-13
DR-00462,2023-01-25,0.51,6,4,2,2,3,3,2,1,1,33,8,1,2274.0,0,0,1,84,2023-04-19
DR-00463,2025-06-18,0.62,4,4,3,4,2,4,1,1,5,36,91,1,3616.0,0,1,1,42,2025-07-30
DR-00464,2024-03-01,0.64,3,7,2,3,4,4,1,1,4,86,8,0,1974.0,0,0,1,133,2024-07-12
DR-00465,2023-03-08,1.17,10,4,2,4,3,4,2,3,3,109,60,1,3893.0,0,0,1,100,2023-06-16
